age,balance,campaign,pdays,last_contact,poutcome_success
32,364,1,-1,182,0
57,77,3,246,293,0
33,4128,6,-1,190,0
55,0,1,-1,166,0
27,881,3,-1,167,0
35,182,1,-1,168,0
75,105,1,-1,218,0
35,1582,1,-1,120,0
32,3095,10,-1,98,0
54,1044,5,-1,112,0
40,4075,3,-1,155,0
32,14,3,136,91,0
34,264,2,-1,169,0
32,1613,2,129,233,0
26,1101,1,-1,132,0
32,137,12,-1,182,0
39,694,1,-1,-3,0
40,862,2,-1,97,0
26,567,1,-1,177,0
58,741,2,-1,151,0
36,20,14,-1,181,0
27,1742,1,-1,186,0
37,1403,15,-1,131,0
41,2689,1,-1,217,0
27,482,2,-1,165,0
31,-241,5,-1,119,0
36,1867,2,-1,175,0
52,2801,2,-1,154,0
60,443,1,-1,166,0
34,2658,2,-1,97,0
58,289,2,-1,-3,0
41,74,4,-1,132,0
53,2851,1,119,170,0
32,381,2,-1,169,0
55,3567,1,-1,202,0
27,1,4,-1,118,0
49,905,4,-1,85,0
37,3913,1,-1,205,0
24,1055,1,-1,120,0
42,611,2,262,216,0
31,410,1,-1,209,0
42,1958,3,-1,172,0
39,34,1,-1,175,0
32,5252,2,183,-2,0
36,352,2,-1,167,0
48,3186,1,-1,223,0
32,859,1,-1,101,0
36,2622,1,127,-1,0
59,319,1,-1,117,0
22,0,6,-1,285,0
37,42,3,369,190,0
70,4290,2,-1,99,0
33,0,2,-1,84,0
47,870,7,-1,282,0
33,946,2,-1,181,0
51,700,4,-1,102,0
30,309,1,-1,97,0
27,592,3,-1,286,0
56,361,7,-1,151,0
56,141,2,370,191,0
54,105,1,326,215,0
55,1212,1,-1,171,0
36,2017,18,-1,112,0
33,109,3,-1,131,0
44,237,1,-1,116,0
36,287,3,-1,172,0
41,351,1,-1,197,0
46,1516,4,-1,96,0
32,127,3,-1,110,0
43,860,5,-1,126,0
47,-127,3,-1,168,0
37,589,2,-1,116,0
35,1510,1,-1,193,0
28,455,1,-1,130,0
58,1301,1,286,191,0
30,877,2,108,180,0
60,170,2,-1,174,0
37,862,2,-1,120,0
59,0,3,-1,117,0
31,1032,1,-1,134,0
55,467,5,-1,85,0
59,0,2,63,103,0
31,0,1,-1,118,0
46,179,1,-1,153,0
29,0,1,-1,134,0
38,28,3,-1,212,0
34,242,2,244,259,0
32,537,3,-1,173,0
51,4,5,-1,212,0
52,340,1,344,215,0
48,335,3,-1,154,0
39,315,4,-1,215,0
58,1231,3,-1,151,0
52,98,1,245,294,0
38,3577,2,-1,165,0
30,809,2,-1,169,0
36,235,9,-1,173,0
47,275,3,-1,188,0
34,3185,1,-1,189,0
23,107,5,181,219,1
27,30,1,334,184,0
35,1063,1,-1,216,0
43,1819,2,-1,96,0
29,161,1,-1,134,0
31,2963,1,-1,190,0
42,686,6,175,187,0
32,365,3,-1,292,0
47,0,1,10,-3,0
53,284,1,-1,170,0
35,0,1,-1,189,0
27,431,2,-1,187,0
32,782,1,-1,215,0
47,2105,1,-1,120,0
44,1059,1,-1,193,0
32,69,1,357,195,0
34,1375,1,-1,-3,0
56,2975,13,-1,111,0
34,504,2,-1,174,0
33,863,3,-1,189,0
53,3975,2,-1,151,0
48,235,4,-1,169,0
30,0,1,-1,197,0
66,53,4,-1,129,0
23,40,1,-1,8,0
45,9,2,-1,112,0
44,4837,3,-1,189,0
37,31,4,-1,89,0
34,1036,7,-1,-1,0
46,1950,2,-1,75,0
48,583,8,-1,92,0
38,741,1,343,191,0
41,7509,1,-1,152,0
38,2289,5,-1,153,0
58,229,7,-1,195,0
45,1273,2,162,-2,0
58,414,1,-1,293,0
50,778,1,-1,118,0
57,100,16,-1,174,0
35,15298,3,-1,103,0
71,91,6,-1,-21,0
41,4488,1,-1,132,0
32,305,3,-1,172,0
31,526,13,-1,84,0
30,2123,2,-1,99,0
41,-306,1,-1,187,0
19,0,3,-1,280,0
36,0,2,-1,195,0
54,991,6,-1,110,0
57,2887,1,-1,280,0
31,882,1,-1,168,0
36,2517,2,-1,160,0
36,612,2,-1,116,0
39,931,1,-1,287,0
54,2281,1,-1,151,0
37,796,1,-1,152,0
28,1861,2,-1,293,0
48,542,1,-1,186,0
46,842,1,-1,194,0
61,89,1,181,21,0
50,1533,2,-1,197,0
31,50,1,-1,293,0
50,253,2,-1,197,0
42,2993,2,-1,183,0
30,26,1,323,216,0
54,899,1,145,1,0
40,104,2,-1,176,0
44,1311,1,364,189,0
20,-172,3,-1,183,0
33,3623,2,-1,96,0
45,-106,3,288,195,0
27,5291,2,-1,98,0
47,726,3,-1,154,0
50,-253,1,-1,146,0
43,126,2,-1,151,0
35,5310,1,-1,173,0
32,-91,2,-1,176,0
49,666,1,309,190,0
46,-880,2,-1,98,0
38,5,8,-1,151,0
41,3831,7,-1,103,0
34,3185,1,191,-2,0
29,2904,1,-1,175,0
60,-240,6,-1,99,0
40,3,1,-1,183,0
53,49,5,-1,118,0
27,500,6,365,187,0
36,571,3,-1,110,0
37,374,3,-1,195,0
42,266,1,-1,-1,0
59,47,3,374,184,0
51,1216,1,-1,-7,0
33,154,2,-1,245,0
33,406,1,275,286,0
35,221,1,360,188,0
80,8304,1,64,162,0
28,2921,1,-1,174,0
50,339,3,-1,195,0
59,181,1,-1,193,0
42,1,13,-1,83,0
46,1188,5,-1,152,0
60,921,15,-1,111,0
39,54,12,-1,112,0
48,1355,2,-1,137,0
26,-93,2,-1,184,0
34,714,4,113,-3,0
29,47,11,-1,186,0
35,178,2,-1,179,0
37,1396,2,-1,119,0
48,732,1,-1,97,0
54,1394,5,-1,187,0
59,17056,2,-1,-2,0
61,2917,1,-1,43,0
40,3087,1,-1,175,0
33,902,2,247,293,0
29,1,3,-1,123,0
50,-98,2,-1,102,0
44,107,3,-1,147,0
44,6491,1,-1,173,0
42,473,1,-1,226,0
45,221,4,-1,85,0
57,0,9,282,188,0
40,574,3,-1,187,0
47,66,1,203,265,1
41,-664,4,-1,189,0
49,2209,1,-1,92,0
33,5437,1,58,42,0
34,103,2,-1,194,0
39,562,2,-1,98,0
44,237,2,-1,294,0
35,1254,2,-1,140,0
42,1619,1,-1,106,0
32,233,4,-1,-2,0
46,580,1,-1,189,0
32,70,6,-1,176,0
47,649,2,-1,236,0
37,-252,3,-1,119,0
33,1279,1,206,293,0
32,890,10,-1,82,0
47,533,1,-1,162,0
31,120,2,-1,194,0
30,9720,2,-1,-2,0
35,313,1,-1,126,0
45,1435,1,103,99,0
53,4601,4,-1,151,0
57,53,2,-1,112,0
46,8,6,-1,99,0
46,575,3,-1,104,0
42,603,5,-1,13,0
57,316,2,-1,294,0
49,1311,1,-1,194,0
33,4,1,-1,117,0
46,-1034,1,-1,195,0
41,2226,2,99,103,0
55,173,2,-1,103,0
43,6835,2,-1,151,0
50,964,1,-1,196,0
38,0,1,-1,-16,0
30,800,2,-1,294,0
18,5,2,-1,86,0
37,555,3,-1,191,0
45,61,1,-1,215,0
33,4385,1,-1,137,0
39,1524,1,-1,212,0
66,0,1,92,310,0
26,6,1,-1,197,0
30,663,1,-1,106,0
29,805,1,-1,294,0
41,188,14,-1,151,0
42,1289,4,415,126,0
33,2945,1,-1,-2,0
34,0,1,-1,131,0
33,109,4,-1,169,0
57,3858,1,-1,236,0
29,4328,8,-1,205,0
31,0,1,370,191,0
53,-634,3,-1,91,0
33,574,2,-1,212,0
23,113,1,-1,1,0
29,67,2,-1,294,0
50,1541,1,-1,173,0
42,4945,2,-1,261,0
33,346,1,-1,125,0
55,2896,3,-1,154,0
35,1287,3,-1,188,0
50,246,2,299,189,0
33,1209,1,-1,216,0
46,618,3,-1,189,0
55,1241,7,154,-3,0
32,18,1,-1,176,0
41,3353,2,-1,102,0
37,274,3,-1,102,0
37,2544,3,-1,172,0
58,439,2,-1,131,0
53,61,1,-1,131,0
46,209,4,-1,119,0
28,3267,1,-1,184,0
34,-200,5,-1,116,0
33,463,7,-1,85,0
43,49,1,-1,193,0
27,18188,17,-1,159,0
55,82,1,-1,134,0
57,649,1,-1,0,0
21,794,1,-1,166,0
52,-779,1,-1,215,0
37,5287,2,-1,99,0
47,520,6,-1,282,0
28,1065,1,317,215,0
51,-19,2,-1,197,0
35,362,8,-1,98,0
37,1533,4,-1,-3,0
58,19,3,-1,126,0
26,2786,1,-1,240,0
43,422,1,-1,98,0
27,282,5,-1,132,0
31,1144,1,-1,1,0
27,6,2,-1,130,0
43,-705,6,-1,83,0
70,2346,3,194,86,1
40,4381,2,-1,112,0
69,2473,3,-1,133,0
45,194,4,-1,110,0
37,1174,1,140,225,0
33,-27,2,-1,123,0
31,968,1,-1,215,0
33,0,2,-1,85,0
41,2885,1,-1,-1,0
30,78,2,-1,187,0
61,211,2,186,79,0
29,64,2,366,188,0
26,2503,1,63,202,0
29,231,1,-1,202,0
28,-125,3,-1,193,0
33,113,2,172,194,0
22,0,1,-1,183,0
42,199,2,-1,292,0
37,-476,2,-1,176,0
33,-297,2,-1,176,0
32,-472,2,-1,184,0
36,788,1,345,196,0
32,578,3,-1,292,0
37,461,2,-1,172,0
56,619,1,-1,120,0
36,-196,1,-1,215,0
41,0,5,-1,118,0
45,830,1,111,-1,0
36,247,1,-1,176,0
47,12245,3,-1,134,0
31,1887,2,183,-2,0
47,794,2,-1,1,0
56,0,29,-1,117,0
52,1724,1,-1,293,0
30,-95,3,-1,176,0
33,5792,2,-1,184,0
60,1588,1,-1,43,0
24,0,2,-1,175,0
35,3751,2,-1,216,0
39,265,1,555,175,0
39,1242,3,-1,190,0
56,316,1,-1,183,0
39,142,4,-1,127,0
39,0,3,-1,111,0
52,2332,2,-1,112,0
41,501,4,-1,104,0
57,-92,1,-1,151,0
40,2147,1,-1,172,0
30,7,1,164,82,0
43,672,8,-1,188,0
71,392,2,-1,134,0
41,185,12,-1,89,0
32,1429,4,-1,255,0
39,1623,2,-1,168,0
51,805,2,-1,97,0
35,24,1,-1,88,0
26,152,1,-1,293,0
35,992,1,114,84,0
39,18,3,-1,134,0
45,4060,1,-1,187,0
35,-37,2,-1,169,0
51,1329,2,287,215,0
54,3250,3,-1,110,0
51,12,1,-1,160,0
35,1792,6,-1,110,0
56,0,2,-1,151,0
45,24,1,-1,123,0
60,21292,6,-1,155,0
55,196,2,-1,89,0
38,730,5,328,212,0
33,272,2,92,78,1
48,1039,1,-1,1,0
38,2350,2,-1,111,0
45,-60,4,-1,110,0
50,732,7,-1,225,0
53,1739,3,-1,187,0
35,18111,4,-1,96,0
27,659,2,-1,193,0
45,12,3,-1,82,0
48,5057,1,-1,-1,0
46,2313,2,-1,190,0
47,-656,2,-1,186,0
40,9374,8,185,-3,0
39,1986,6,-1,98,0
58,371,2,-1,88,0
35,951,1,254,292,0
29,559,2,-1,173,0
49,5887,3,185,-16,1
43,903,1,-1,225,0
43,0,1,-1,151,0
37,261,3,-1,88,0
44,429,1,246,294,0
46,3434,1,-1,264,0
50,0,2,-1,-3,0
38,-627,4,-1,151,0
30,8950,4,355,184,0
50,571,4,-1,169,0
31,471,2,-1,81,0
43,0,2,-1,54,0
52,1564,1,-1,124,0
29,110,1,-1,219,0
59,13,2,-1,294,0
33,627,2,-1,281,0
35,629,1,-1,205,0
35,2123,1,273,212,0
50,5816,1,175,190,0
40,752,1,-1,154,0
47,1044,6,371,190,0
45,4170,3,-1,182,0
37,608,3,-1,188,0
39,104,2,332,212,0
44,0,2,-1,179,0
42,49,10,-1,282,0
50,2910,1,113,-1,0
48,0,3,-1,130,0
27,0,6,-1,113,0
39,300,1,-1,188,0
54,3076,2,-1,175,0
29,8,1,-1,261,0
44,1631,1,195,1,0
37,-1050,2,-1,169,0
36,298,1,-1,194,0
36,5427,1,-1,159,0
75,852,1,-1,248,0
37,1594,1,260,215,0
47,-295,2,-1,119,0
44,58,1,126,1,0
46,302,13,-1,92,0
29,406,1,-1,124,0
72,1129,1,-1,84,0
37,1088,2,-1,154,0
31,0,1,-1,179,0
35,329,7,-1,212,0
58,1013,5,-1,111,0
36,295,1,-1,215,0
39,48,1,-1,168,0
53,1066,1,186,0,0
41,277,4,-1,195,0
50,0,1,-1,152,0
31,-307,2,-1,176,0
34,0,1,-1,212,0
48,1764,2,-1,188,0
30,152,2,-1,193,0
37,1113,1,182,261,1
32,-1668,6,-1,125,0
31,573,2,-1,98,0
56,450,1,-1,162,0
41,216,3,-1,166,0
56,842,1,-1,166,0
32,0,4,-1,91,0
60,838,1,-1,132,0
38,1165,3,94,97,0
36,145,2,-1,286,0
28,270,2,345,195,0
36,4693,6,152,212,0
47,1675,3,-1,282,0
51,-57,1,-1,173,0
28,1405,3,-1,286,0
47,-1385,1,-1,187,0
31,3528,1,-1,286,0
58,4299,3,-1,173,0
31,4319,4,161,203,0
61,6016,1,275,14,1
38,66,1,-1,194,0
37,0,6,-1,118,0
50,4654,2,-1,1,0
46,723,2,-1,102,0
41,-378,2,-1,152,0
54,233,3,-1,183,0
38,3913,2,315,212,0
35,0,5,-1,124,0
36,11650,1,-1,112,0
65,3812,1,-1,92,0
82,928,2,188,56,0
35,0,9,-1,172,0
49,29,1,-1,215,0
56,186,4,-1,169,0
28,293,1,-1,188,0
23,817,1,-1,184,0
47,5999,2,-1,103,0
44,1707,3,-1,102,0
36,861,2,-1,81,0
40,-186,2,-1,130,0
49,196,7,163,287,0
34,618,4,-1,168,0
61,272,1,269,20,0
39,902,2,180,281,0
66,1993,4,-1,135,0
57,2266,1,-1,105,0
60,0,1,-1,88,0
31,1145,4,-1,176,0
41,1331,7,-1,131,0
42,412,4,169,-1,0
29,544,4,-1,120,0
57,1367,3,-1,162,0
43,625,1,-1,49,0
61,10861,2,259,115,1
43,146,1,113,-3,0
44,0,2,370,191,0
27,724,3,-1,215,0
30,0,3,-1,125,0
42,3,3,-1,153,0
33,218,1,161,100,0
33,1130,1,-1,225,0
42,717,6,-1,167,0
42,838,2,-1,-1,0
32,1373,2,-1,181,0
27,275,2,-1,188,0
41,0,1,-1,-3,0
39,0,2,-1,102,0
42,146,4,346,187,0
52,4096,4,-1,167,0
28,1076,5,-1,169,0
41,-1,4,-1,111,0
37,115,2,-1,91,0
33,392,3,-1,176,0
34,828,3,-1,99,0
56,93,2,-1,195,0
29,0,15,-1,134,0
36,3508,1,266,225,0
53,19850,1,165,0,0
36,1133,1,181,106,0
48,1,3,-1,197,0
30,528,4,-1,194,0
38,0,2,-1,285,0
53,4380,7,-1,91,0
41,1319,1,-1,191,0
45,111,1,-1,99,0
45,285,7,-1,85,0
26,155,1,244,293,0
34,383,1,-1,189,0
37,1330,2,261,293,0
72,796,2,-1,208,0
33,605,3,-1,103,0
37,45,3,-1,81,0
57,8403,11,-1,151,0
30,638,2,291,212,0
33,555,2,-1,141,0
35,414,4,-1,189,0
35,299,5,-1,91,0
33,205,2,-1,140,0
44,-199,3,-1,176,0
38,318,1,181,287,0
36,-179,1,-1,124,0
35,623,2,-1,196,0
49,-701,2,-1,111,0
36,1733,3,-1,119,0
26,1348,1,-1,292,0
28,-56,1,-1,118,0
27,390,2,104,282,0
49,550,2,-1,166,0
43,2124,1,-1,-1,0
40,655,1,-1,176,0
46,209,2,-1,99,0
35,-202,2,-1,193,0
60,0,6,-1,84,0
41,650,5,-1,134,0
34,705,3,-1,196,0
31,823,1,-1,225,0
66,0,1,-1,98,0
30,6,2,342,197,0
59,307,7,-1,196,0
53,7290,1,-1,172,0
54,1691,1,-1,188,0
57,6164,2,-1,-1,0
39,4899,2,-1,151,0
52,-104,1,-1,131,0
28,-545,1,-1,187,0
32,302,1,384,268,0
49,27,2,-1,117,0
47,10697,2,-1,-2,0
36,436,1,595,219,0
54,5521,2,-1,225,0
37,275,1,-1,197,0
33,3269,1,-1,123,0
58,1831,1,-1,1,0
40,10378,3,-1,1,0
51,-192,3,-1,155,0
33,187,3,326,212,0
34,382,1,-1,15,0
53,0,1,298,194,0
43,693,3,-1,197,0
26,102,1,-1,186,0
56,155,3,-1,197,0
31,685,1,329,187,0
36,9269,2,-1,-1,0
25,3730,1,-1,264,0
43,10072,1,77,190,0
54,2508,8,-1,151,0
38,1101,1,-1,9,0
34,430,4,-1,120,0
40,2998,3,-1,123,0
54,234,3,-1,187,0
38,7929,3,-1,133,0
35,14,1,-1,194,0
40,342,4,-1,189,0
26,-379,7,-1,119,0
48,161,3,-1,197,0
32,309,3,-1,85,0
25,2503,2,-1,265,0
34,-28,2,-1,285,0
35,485,5,-1,173,0
42,275,2,109,1,0
52,337,1,261,194,0
46,557,1,-1,153,0
51,0,1,-1,0,0
38,168,1,-1,289,0
41,1245,3,-1,153,0
50,-287,1,347,194,0
41,1226,1,-1,0,0
28,282,1,-1,288,0
27,73,1,-1,281,0
50,433,4,-1,184,0
33,568,1,-1,134,0
30,3291,3,-1,183,0
74,1742,1,-1,21,0
39,815,3,-1,184,0
25,142,2,-1,133,0
30,916,2,90,234,1
43,-39,23,-1,110,0
59,255,6,-1,85,0
42,0,2,-1,151,0
31,4129,1,182,261,0
30,0,1,-1,118,0
52,136,2,287,188,0
55,276,1,-1,190,0
58,23,6,-1,182,0
29,1952,1,-1,188,0
36,335,2,-1,193,0
58,2764,1,196,170,0
46,675,1,-1,194,0
43,205,2,-1,217,0
35,742,7,-1,113,0
31,574,2,-1,125,0
37,0,3,-1,127,0
50,1132,1,-1,173,0
53,2656,2,-1,172,0
48,124,1,-1,132,0
60,-639,1,-1,187,0
28,12956,1,399,139,1
60,364,2,-1,196,0
27,8,1,370,184,0
33,1925,2,-1,261,0
53,2124,2,344,215,0
62,1515,4,178,217,0
51,1162,1,-1,116,0
32,432,2,195,-1,0
36,911,2,21,177,0
33,2858,1,298,190,0
40,446,4,331,224,0
51,950,2,-1,91,0
36,47,1,-1,152,0
34,11,1,-1,224,0
35,552,2,124,-1,0
44,3843,1,150,1,0
33,740,3,-1,141,0
34,8000,1,260,279,0
59,179,3,-1,197,0
57,35,3,-1,145,0
56,12,2,135,-2,0
55,46,4,-1,81,0
39,498,4,-1,127,0
40,1758,3,-1,186,0
52,1049,6,-1,167,0
43,0,1,-1,173,0
66,203,1,195,304,1
55,220,2,-1,196,0
47,24,2,-1,134,0
30,371,2,-1,103,0
39,394,1,-1,173,0
32,212,5,-1,134,0
41,100,2,-1,117,0
37,523,4,-1,-2,0
37,65,4,-1,110,0
28,2806,1,120,36,0
54,309,2,-1,97,0
27,202,1,-1,119,0
57,2234,5,-1,160,0
29,68,1,-1,212,0
61,5196,2,95,247,0
29,1502,1,-1,294,0
59,-1336,2,-1,134,0
57,8,2,-1,130,0
57,67,1,-1,166,0
40,-426,1,-1,176,0
36,1479,2,-1,187,0
35,2490,1,180,184,0
48,41,2,-1,197,0
49,0,2,-1,165,0
46,-3,2,265,293,0
42,0,1,-1,152,0
55,814,12,-1,113,0
62,0,1,-1,90,0
31,3967,1,182,-3,0
63,1849,6,177,266,0
41,4,5,-1,118,0
27,5,1,-1,123,0
46,757,3,-1,155,0
30,0,1,-1,193,0
40,0,1,-1,289,0
38,0,3,95,68,1
29,64,2,-1,127,0
60,1446,6,-1,89,0
38,5003,9,-1,104,0
30,739,1,-1,215,0
38,759,1,-1,191,0
25,16874,2,-1,187,0
30,-261,2,255,293,0
49,0,6,-1,84,0
54,122,3,-1,119,0
56,15088,4,-1,99,0
30,178,3,-1,124,0
42,984,1,-1,173,0
50,0,2,-1,132,0
46,1109,12,-1,91,0
59,797,2,165,0,0
55,82,1,-1,168,0
30,155,3,-1,132,0
41,1646,1,184,287,1
39,558,1,531,119,0
50,32,2,-1,106,0
58,407,2,-1,112,0
33,920,4,-1,119,0
44,1423,4,-1,189,0
29,455,2,36,175,1
56,393,1,221,115,0
33,79,1,-1,289,0
38,293,1,-1,217,0
48,0,1,-1,197,0
33,-374,2,-1,90,0
60,0,1,-1,165,0
53,2398,1,180,108,0
67,714,1,-1,70,0
43,2115,1,-1,0,0
40,581,3,-1,187,0
40,3352,1,-1,26,0
41,188,25,-1,110,0
32,522,5,258,190,0
34,112,2,-1,90,0
34,271,1,94,276,1
55,12675,2,-1,-1,0
61,5,2,94,104,1
20,130,1,99,99,0
41,-190,3,-1,112,0
33,2,12,-1,113,0
42,759,1,169,294,0
44,2541,3,-1,83,0
31,424,2,-1,89,0
36,980,4,104,7,0
35,286,1,365,187,0
29,226,1,-1,187,0
44,93,1,-1,1,0
52,291,3,-1,89,0
33,112,4,-1,88,0
39,130,18,-1,85,0
27,811,2,-1,174,0
46,111,2,-1,97,0
44,0,2,167,197,0
51,6700,4,-1,212,0
59,3382,1,-1,189,0
24,541,4,-1,166,0
56,-255,5,-1,191,0
24,423,3,-1,197,0
40,79,3,-1,127,0
36,661,8,-1,191,0
35,366,9,-1,112,0
48,157,4,-1,294,0
30,1626,3,-1,116,0
33,-333,5,-1,111,0
25,-113,3,-1,131,0
39,208,2,-1,282,0
45,66,2,-1,197,0
27,-15,4,312,187,0
75,3771,1,181,217,1
57,0,1,-1,0,0
33,70,7,-1,124,0
43,2539,4,-1,186,0
41,3204,2,-1,292,0
46,1329,2,-1,138,0
44,1901,3,104,0,0
36,994,2,356,188,1
45,1629,4,-1,92,0
35,724,3,96,31,1
40,0,1,-1,289,0
38,16957,2,-1,175,0
30,0,4,-1,285,0
38,926,5,-1,154,0
48,893,2,-1,97,0
60,322,1,-1,195,0
27,290,1,-1,100,0
47,473,2,176,-3,0
38,-459,2,-1,-1,0
48,1208,4,-1,0,0
37,2235,2,151,212,0
51,209,2,-1,112,0
40,2840,4,-1,133,0
33,220,1,-1,194,0
40,-234,1,-1,196,0
40,105,2,-1,196,0
32,-275,1,-1,175,0
31,-502,4,-1,173,0
37,415,1,-1,153,0
38,1988,1,79,167,0
54,138,10,-1,167,0
26,384,1,364,184,0
52,1988,1,299,196,0
32,936,1,-1,0,0
33,328,2,182,0,0
60,581,2,-1,102,0
36,7222,1,-1,168,0
29,9407,6,-1,198,0
27,8,3,-1,182,0
42,1278,4,-1,112,0
47,3466,2,-1,130,0
32,4805,3,-1,137,0
59,2552,3,-1,105,0
31,830,3,-1,282,0
31,4457,1,146,216,1
37,196,3,-1,166,0
55,2760,14,-1,172,0
33,478,2,-1,202,0
27,10005,3,271,218,0
46,518,6,-1,85,0
47,303,4,-1,113,0
37,247,1,-1,132,0
46,38,1,-1,190,0
41,326,1,182,285,0
26,338,1,92,293,1
58,662,1,-1,289,0
46,7318,5,-1,151,0
30,246,2,113,0,0
60,5041,1,-1,14,0
77,638,1,188,280,1
33,1077,3,374,184,0
39,5853,2,-1,181,0
46,4044,3,-1,134,0
30,111,3,133,-3,0
37,0,2,-1,230,0
33,1636,1,66,198,1
38,497,5,-1,183,0
45,205,1,92,288,1
33,135,1,345,215,0
46,0,5,-1,167,0
32,943,2,2,292,0
39,0,1,-1,162,0
28,16,4,-1,98,0
30,-336,6,-1,131,0
46,6879,1,281,121,0
31,6,1,-1,293,0
56,9367,2,92,5,1
29,178,4,-1,197,0
43,678,3,-1,219,0
35,1085,1,86,166,1
45,179,3,-1,85,0
37,168,2,-1,215,0
31,490,5,179,-3,0
45,-79,4,348,212,0
49,49,1,-1,162,0
35,3552,1,-1,-3,0
54,-51,10,-1,151,0
31,1852,3,-1,196,0
52,6933,2,-1,-1,0
42,297,1,-1,151,0
40,406,1,-1,165,0
35,2008,6,-1,167,0
40,2244,2,-1,90,0
37,565,1,6,197,1
31,156,2,-1,90,0
42,-355,6,-1,166,0
41,382,2,-1,215,0
26,13,2,293,195,0
48,-407,2,352,188,0
55,39098,3,-1,175,0
45,360,1,-1,15,0
58,1507,6,189,-1,0
50,3117,2,164,-2,0
45,0,7,-1,133,0
30,1881,1,-1,145,0
29,1669,1,-1,288,0
37,1403,1,-1,40,0
40,-212,1,-1,179,0
49,0,1,-1,124,0
58,-91,5,-1,193,0
56,778,2,208,289,0
56,811,19,-1,96,0
37,0,1,-1,260,0
30,342,2,-1,195,0
45,676,4,-1,172,0
26,205,1,-1,176,0
43,2105,2,-1,202,0
39,109,2,-1,81,0
74,4515,5,-1,215,0
30,0,2,-1,117,0
42,1451,4,-1,198,0
50,4855,2,-1,105,0
38,326,2,-1,215,0
55,-284,1,-1,293,0
55,56,6,-1,83,0
46,3028,1,-1,188,0
39,830,2,-1,194,0
39,239,2,-1,81,0
34,1813,5,-1,198,0
38,63,1,-1,181,0
23,375,3,-1,193,0
32,92,1,-1,174,0
51,202,2,-1,194,0
48,427,1,-1,1,0
40,229,3,-1,188,0
31,2384,2,-1,218,0
56,12,3,187,37,0
45,1686,1,-1,294,0
44,264,2,-1,189,0
32,6259,2,-1,193,0
50,29,1,-1,118,0
38,1116,3,-1,162,0
58,928,1,-1,176,0
47,122,1,-1,123,0
30,3,2,-1,190,0
31,309,1,-1,195,0
33,11,3,-1,198,0
50,231,2,-1,-3,0
31,125,1,91,198,0
39,398,1,-1,190,0
60,819,2,-1,183,0
54,136,4,-1,131,0
29,246,1,-1,193,0
55,131,1,-1,196,0
41,586,1,-1,152,0
33,2915,2,-1,104,0
23,486,1,-1,260,0
26,4683,2,180,198,0
50,3374,2,-1,152,0
45,757,3,-1,117,0
41,527,1,-1,88,0
34,60,10,-1,176,0
51,1649,1,-1,166,0
48,551,5,-1,153,0
32,490,2,-1,193,0
42,478,1,-1,133,0
34,0,1,-1,197,0
29,452,1,-1,191,0
36,542,6,-1,153,0
30,10152,2,270,226,0
34,202,2,-1,89,0
48,-83,3,-1,96,0
29,714,2,-1,189,0
28,939,1,-1,175,0
31,313,2,-1,83,0
41,336,2,8,286,0
34,225,2,-1,174,0
32,2068,1,-1,193,0
53,1827,1,-1,197,0
44,976,2,-1,188,0
42,0,6,-1,172,0
34,3037,1,-1,-3,0
41,1459,1,-1,166,0
33,0,10,-1,82,0
38,481,5,-1,190,0
30,209,9,-1,92,0
26,100,1,-1,176,0
28,4013,1,-1,167,0
51,226,1,-1,194,0
53,-27,9,-1,189,0
51,604,2,-1,151,0
36,367,1,-1,145,0
33,0,1,-1,215,0
34,263,1,78,198,0
32,5626,1,-1,-3,0
38,-256,1,-1,193,0
51,165,2,-1,96,0
40,-322,1,-1,196,0
42,3908,5,-1,287,0
53,13901,1,-1,-3,0
35,1266,2,-1,127,0
51,2242,8,-1,282,0
35,-84,11,-1,282,0
29,-158,1,-1,174,0
33,317,1,80,167,0
44,639,12,-1,83,0
59,883,1,31,61,0
58,0,16,-1,110,0
45,247,1,-1,194,0
63,70,2,-1,114,0
35,39,1,-1,195,0
47,8,1,-1,176,0
62,6,1,182,219,1
43,69,5,-1,113,0
24,358,2,92,65,1
50,1557,6,-1,195,0
44,749,2,-1,155,0
48,0,1,-1,237,0
20,602,4,-1,196,0
41,288,4,-1,187,0
49,66,3,-1,132,0
47,236,4,-1,92,0
28,362,1,-1,183,0
32,628,1,-1,202,0
40,-516,1,364,194,0
27,54,2,-1,188,0
33,73,1,263,99,0
34,859,1,-1,294,0
31,181,1,-1,202,0
33,1277,1,-1,184,0
38,516,3,-1,216,0
31,462,1,-1,183,0
58,372,1,-1,20,0
50,557,4,-1,154,0
56,535,1,-1,117,0
30,162,4,-1,182,0
34,287,8,-1,169,0
35,-146,2,-1,81,0
44,2455,1,-1,0,0
34,687,2,-1,188,0
57,630,1,-1,152,0
49,1304,1,-1,175,0
30,484,1,-1,196,0
43,241,10,-1,82,0
44,-1317,1,-1,289,0
41,2113,5,-1,132,0
31,1801,1,274,285,0
41,130,3,-1,154,0
41,2361,1,-1,188,0
37,-141,3,-1,173,0
53,6280,2,-1,106,0
33,249,4,-1,110,0
38,0,1,-1,162,0
37,2686,4,-1,96,0
28,7,1,-1,187,0
38,38,1,-1,155,0
30,0,2,-1,196,0
29,146,2,-1,183,0
57,485,2,187,289,0
36,507,1,-1,180,0
28,1104,7,-1,113,0
40,3571,1,-1,131,0
32,274,3,-1,193,0
54,153,1,-1,166,0
